Arrondissement,Noms du réseau,Nom du lieu culturel municipal,Adresse,Code postal,Ville,Province,Téléphone général,Site Internet,Longitude,Latitude
Rosemont-“La Petite-Patrie,"Salle de spectacle,Musée municipal",Jardin botanique de Montréal,"4101, rue Sherbrooke Est",H1X 2B2,Montréal,QC,514 872-1400,"http://www.facebook.com/Espacepourlavie,http://espacepourlavie.ca/jardin-botanique",-73.558102,45.558295
Mercier-“Hochelaga-Maisonneuve,Théâtre,Planétarium Rio Tinto Alcan,"4801, Pierre-De-Coubertin avenue",H1V 3V4,Montreal,QC,514 868-3000,"http://www.facebook.com/Espacepourlavie,http://espacepourlavie.ca/planetarium",-73.5502483,45.5608399
